COMMENT	SMILES	measured log solubility in mols per litre
	COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC	0.6915265275271504
	CNC(=O)Oc1ccccc1OC(C)C	0.4772590560192214
	CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl	-1.2626500778736727
	C#CCCCC	0.32932383070194304
	Cc1ccccc1Cl	-0.2242402382272277
	CC(C)OC(C)C	0.9306089400560421
	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	-0.020948606017032176
	CNN	2.0950023264242974
	C#CC	1.2598841189880488
	CCOP(=S)(OCC)ON=C(C#N)c1ccccc1	-0.8646566007297682
	CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C	-0.1707926729513077
	C=CC=O	1.7275503151523481
	Fc1ccccc1	0.5965616570815425
	CCCCl	0.7540410904838066
	CCOC(C)=O	1.4364519685602843
	CCCC(C)(C)C	-0.6250969777966272
	Cc1cc(C)c(C)c(C)c1C	-0.45330123226688446
	CCCCOC(=O)CCCCCCCCC(=O)OCCCC	-0.4036713502249588
	Cc1cccnc1C	1.636880338344984
	C=C(C)C1CC=C(C)C(=O)C1	0.47248695197672846
	CCOP(=S)(OCC)SCSc1ccc(Cl)cc1	-1.281738494043644
	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O	-0.2485779688439413
	Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	0.10980704474727193
	Brc1ccc2ccccc2c1	-0.6441853939665987
	CNC(=O)Oc1cccc(N=CN(C)C)c1	0.3388680387869287
	CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1	-0.29009527401362895
	C=CC(=C)C	0.48680326410420716
	C=CC(C)(O)CCC=C(C)C	0.5058916802741784
	COP(=S)(OC)Oc1ccc(SC)c(C)c1	-0.7253111626889771
	OC1CCCCC1	1.2455678068605702
	C=CCC1(C)C(=O)NC(=O)NC1=O	0.9019763158010851
	CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O	-0.5296548969467701
	OCC(O)C(O)C(O)C(O)CO	1.4841730089852128
	Cc1ccc(-c2ccccc2)cc1	-0.7491716829014412
	CCNc1nc(Cl)nc(NC(C)C)n1	-0.3817196716294918
	NC(=S)Nc1ccccc1	0.6108779692090212
	CCCC(=O)CCC	0.835166859206185
	CC(=O)C(C)(C)C	1.1119488936707707
	Oc1ccc(Cl)cc1	1.1214931017557561
	O=C1CCCCC1	1.1692141421806845
	Cc1cccc(N)c1	1.0499115411183633
	N#CC(Cl)(Cl)Cl	0.42094822831780565
	CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl	-0.4752529108623517
	CCCCCCCCC(C)=O	-0.11925394929238488
